"","gene","pLI"
"16339","OR5A1",8.8011e-06
"16340","PLCXD1",4.3087e-10
"16341","TNFSF18",0.00019152
"16342","C16orf46",6.8068e-08
"16343","OR8G1",0.0035718
"16344","OR9Q1",0.00083932
"16345","SLFN12L",7.6581e-11
"16346","LAMTOR4",0.0035588
"16347","IL13",0.014426
"16348","HTR3E",4.2286e-10
"16349","GOLGA8F",0.054264
"16350","SMCO3",0.014367
"16351","C7orf62",4.1459e-05
"16352","RABIF",0.014371
"16353","KCNRG",4.1306e-05
"16354","GOLGA6L1",2.3586e-12
"16355","CDC42SE1",0.0035427
"16356","F2RL3",4.1298e-05
"16357","LBH",0.01436
"16358","C19orf70",0.00083352
"16359","ZNF100",0.00018933
"16360","HCAR2",0.00018933
"16361","SLC46A2",1.3414e-11
"16362","BANF2",0.014314
"16363","OR8B8",0.014312
"16364","NAPSA",7.1709e-14
"16365","ACOT6",0.0035327
"16366","C2orf80",7.5e-11
"16367","NMS",1.3331e-11
"16368","EXOG",1.3331e-11
"16369","IL22",0.00018843
"16370","C12orf79",0.00083157
"16371","SELPLG",0.1768
"16372","FCAR",6.5959e-08
"16373","OR10G3",0.0035194
"16374","TMEM140",0.053997
"16375","H2AFX",0.17652
"16376","HOXA4",8.5959e-06
"16377","COX6A1P2",0.42607
"16378","GP5",0.00018766
"16379","GRTP1",4.0399e-13
"16380","TMEM69",0.0001867
"16381","SETD6",1.8383e-18
"16382","GSTA1",1.7305e-06
"16383","CPB1",2.6104e-22
"16384","DNASE2B",3.6644e-16
"16385","SIRPB1",2.3107e-12
"16386","TOR3A",2.3045e-12
"16387","ZNF233",0.00018665
"16388","PRR22",0.014248
"16389","AP4S1",1.7275e-06
"16390","MARCKSL1",0.014253
"16391","DAP",0.0035018
"16392","TM4SF20",0.0001862
"16393","RAD51B",2.079e-15
"16394","ALKBH7",1.7207e-06
"16395","LY6K",0.014203
"16396","CDRT1",0.0034983
"16397","MPEG1",3.5925e-16
"16398","GALNTL5",3.5947e-16
"16399","AC027763.2",0.17573
"16400","C4orf40",0.00018537
"16401","S100A6",0.17565
"16402","KLRC3",1.7152e-06
"16403","DYDC2",0.0034876
"16404","TMEM126B",0.00018551
"16405","UPK1A",7.2141e-11
"16406","IGFBPL1",4.0352e-05
"16407","BPIFA1",1.1971e-08
"16408","MCTP2",6.03e-52
"16409","AIM2",2.1942e-09
"16410","TMEM239",0.00081616
"16411","HAP1",3.3512e-26
"16412","UGT2B10",1.0278e-17
"16413","SATL1",4.9995e-20
"16414","SBK2",3.9689e-05
"16415","CALHM2",8.3082e-06
"16416","ENDOG",0.00018287
"16417","GLOD5",0.053308
"16418","NR0B2",8.3377e-06
"16419","OR13C2",0.014056
"16420","WBSCR28",1.1786e-08
"16421","GMFG",1.1758e-08
"16422","TIMM22",3.9658e-05
"16423","NUDT14",3.9537e-05
"16424","ZNF98",0.0034454
"16425","FAM216B",0.00081029
"16426","DDI1",2.1471e-09
"16427","MRPS17",1.1728e-08
"16428","H2BFM",0.014026
"16429","ERICH1",1.1389e-14
"16430","FAM159B",0.0034479
"16431","RP11-211G3.3",0.00080638
"16432","BHMT2",1.9621e-15
"16433","PTX4",3.758e-13
"16434","FAM132A",6.2063e-08
"16435","TMEM230",0.00018056
"16436","RPSAP58",0.003425
"16437","LY6G5B",8.1818e-06
"16438","ASB18",6.1879e-08
"16439","C4orf22",2.0896e-09
"16440","UBQLNL",2.1123e-12
"16441","ZDHHC11B",3.6787e-13
"16442","AZU1",3.9068e-05
"16443","LDHAL6A",3.7764e-10
"16444","SRSF10",0.42275
"16445","JOSD2",0.00018012
"16446","AHSA2",0.00018
"16447","CYP4A11",1.087e-24
"16448","TMEM159",0.0034061
"16449","FABP12",0.0034043
"16450","IGLL1",0.013899
"16451","MRPL44",2.0628e-09
"16452","P2RY8",0.0034012
"16453","MXRA7",0.00079422
"16454","AMY1C",0.0033974
"16455","C20orf197",0.42195
"16456","C17orf78",2.0653e-09
"16457","PCP4L1",0.052717
"16458","PROK2",0.013828
"16459","PRR23D1",0.4218
"16460","ENDOD1",6.5757e-11
"16461","NTS",3.8527e-05
"16462","SEC14L3",3.6612e-23
"16463","C3orf83",3.8261e-05
"16464","AC112715.2",0.42143
"16465","MAFA",0.0033727
"16466","CST8",0.0033735
"16467","OR8B3",0.013798
"16468","CCT8L2",1.5923e-06
"16469","FABP7",0.00078595
"16470","OR2C1",3.8058e-05
"16471","MRPL50",3.8088e-05
"16472","TTC34",6.4816e-11
"16473","CCDC28A",3.6463e-10
"16474","PLEKHS1",2.1435e-22
"16475","OR6C74",0.0033696
"16476","OR6J1",0.052416
"16477","PRTN3",3.8044e-05
"16478","RASL11A",1.592e-06
"16479","FAM89B",0.05231
"16480","CHST4",2.0001e-09
"16481","GLYATL2",1.5822e-06
"16482","RGS21",3.8018e-05
"16483","RNF151",0.00017597
"16484","IFI6",0.013731
"16485","CUTA",3.084e-07
"16486","ZSWIM1",1.1282e-11
"16487","SH2D6",3.7712e-05
"16488","ASCL3",0.013684
"16489","CDK20",5.9487e-14
"16490","AC091801.1",0.17221
"16491","IGFL2",0.00077735
"16492","OR10G2",0.0033388
"16493","MPG",1.9454e-12
"16494","SPG7",1.9683e-36
"16495","TP53RK",0.00077469
"16496","FCGR3B",3.0294e-07
"16497","SAYSD1",3.7399e-05
"16498","INMT",0.0033238
"16499","TEX29",7.7723e-06
"16500","C8orf48",0.00017347
"16501","RP11-422N16.3",0.41939
"16502","WDR83OS",0.0033142
"16503","FAM167B",0.00077413
"16504","GFER",0.00017308
"16505","AADACL2",1.0604e-08
"16506","PRR13",0.013585
"16507","FABP6",1.5516e-06
"16508","RAB27A",3.0027e-07
"16509","AL021546.6",3.7119e-05
"16510","RP11-286N22.8",3.6968e-05
"16511","GOLGA8I",1.9216e-22
"16512","C1ORF220",3.6903e-05
"16513","NANOS2",0.051664
"16514","CCL27",0.013511
"16515","CCL28",0.051599
"16516","LIME1",0.00017155
"16517","OR4D1",0.00017181
"16518","A4GALT",7.6668e-06
"16519","CCDC166",0.00329
"16520","ACOT4",1.0412e-08
"16521","FLJ00273",0.17062
"16522","SNX10",3.3891e-10
"16523","C11orf74",7.605e-06
"16524","FAM19A3",3.6668e-05
"16525","FKBP14",1.5229e-06
"16526","ZNF221",0.00076431
"16527","EPHX3",1.6489e-15
"16528","SLC35E2",0.00076215
"16529","MOGAT3",1.8376e-12
"16530","ALDH3B2",3.1881e-13
"16531","TIRAP",0.00076118
"16532","PRSS46",3.6604e-05
"16533","TP53I3",5.9516e-11
"16534","PDYN",0.00017033
"16535","OBP2A",1.5163e-06
"16536","PLIN5",1.0481e-11
"16537","FAM166A",1.8249e-12
"16538","GOLGA6L6",2.2875e-19
"16539","TMEM156",3.3366e-10
"16540","SHISA3",3.6402e-05
"16541","AC110619.2",0.013399
"16542","AC011366.3",0.41766
"16543","HCAR1",0.00075927
"16544","DTD2",0.00075939
"16545","SCIN",1.718e-36
"16546","APOBEC3D",1.3595e-18
"16547","PDE6G",0.013418
"16548","RP11-322L20.1",0.051167
"16549","FFAR1",0.00075686
"16550","TAC4",3.6126e-05
"16551","ZNF780B",0.0032592
"16552","RLN3",0.013378
"16553","TMEM247",3.6077e-05
"16554","PRSS35",3.28e-10
"16555","ZNF788",0.013342
"16556","MGP",3.6072e-05
"16557","PI3",0.16965
"16558","LCE1E",0.16972
"16559","PCDH11Y",0.00016811
"16560","C6orf52",3.6111e-05
"16561","ATP5G2",7.4577e-06
"16562","PTRH1",0.00016798
"16563","PTPN20B",0.051059
"16564","GP1BA",0.0032325
"16565","PEX11G",5.4033e-08
"16566","APOH",1.5614e-15
"16567","KRTAP10-1",0.00016762
"16568","OR5AC2",0.013314
"16569","ATOH7",0.050896
"16570","CAPSL",2.8442e-07
"16571","GPR42",0.050905
"16572","FAM173B",1.7847e-09
"16573","AHSG",3.209e-10
"16574","ISX",3.5552e-05
"16575","AC096582.1",0.41594
"16576","SMIM18",0.16897
"16577","LRRC52",7.3202e-06
"16578","KRT33B",4.4301e-17
"16579","PSCA",0.16856
"16580","OR4C5",0.0032052
"16581","ZNF253",0.0032064
"16582","S100Z",0.01321
"16583","MRPS14",0.00016481
"16584","XG",9.691e-09
"16585","SERPINA4",9.7276e-09
"16586","OR5V1",0.013153
"16587","FAM221A",1.7027e-12
"16588","S100A10",0.16843
"16589","WDR55",5.0372e-14
"16590","DGAT2L6",5.5267e-11
"16591","MPLKIP",0.00016384
"16592","CDKL4",5.0101e-14
"16593","CD5L",4.2297e-17
"16594","DEXI",0.4145
"16595","RP11-62N21.1",0.050351
"16596","TCEANC2",2.7615e-07
"16597","KCNK7",3.478e-05
"16598","CNTNAP3B",9.5945e-29
"16599","C9orf62",0.0031634
"16600","NDUFB7",0.0031709
"16601","BTN3A3",1.1892e-18
"16602","PLSCR5",3.0759e-10
"16603","PABPC3",8.4423e-15
"16604","LCA10",0.00016221
"16605","APOBEC3G",5.672e-21
"16606","ZNF778",7.1255e-06
"16607","C1orf195",0.16768
"16608","MMP26",5.3574e-11
"16609","NDUFB6",0.00016201
"16610","CTC-429P9.4",0.013008
"16611","LL22NC03-63E9.3",0.16727
"16612","OR2M4",0.0031458
"16613","SLC2A7",5.5393e-21
"16614","SLC25A47",8.2217e-15
"16615","RTBDN",3.0152e-10
"16616","THAP8",1.4014e-06
"16617","C6orf118",3.2403e-20
"16618","CAMK2N1",0.16681
"16619","ZNF688",7.0023e-06
"16620","TMEM253",1.3919e-06
"16621","RIMBP3B",0.41247
"16622","SOD3",0.00072272
"16623","CSDC2",0.003122
"16624","ZNF506",1.6558e-09
"16625","RP11-484M3.5",0.16658
"16626","RP11-597K23.2",0.049813
"16627","ZNF224",0.0031252
"16628","OR10A2",0.0031211
"16629","MOK",8.8397e-22
"16630","MED18",0.00015906
"16631","S100A13",0.049652
"16632","MRPS26",1.3667e-06
"16633","ZNF587",0.049557
"16634","HMSD",0.012863
"16635","C4orf26",0.049615
"16636","POTEH",5.1283e-11
"16637","OR52A5",6.906e-06
"16638","TMSB4X",0.41205
"16639","SLC22A1",1.4614e-22
"16640","PCDHB14",4.5527e-14
"16641","PLET1",6.8789e-06
"16642","KCNJ16",8.8743e-12
"16643","TEKT5",3.081e-20
"16644","DCD",0.00015781
"16645","TMEM81",0.0030983
"16646","ZNF528",0.00071373
"16647","FAM26D",0.00071349
"16648","PCTP",8.7596e-12
"16649","CTXN1",0.41125
"16650","GGTLC1",3.3367e-05
"16651","FAM219B",0.00015708
"16652","RP11-352D3.2",0.012801
"16653","N6AMT1",6.8181e-06
"16654","TNFSF4",0.049378
"16655","PGAM1",2.5841e-07
"16656","ZNF425",3.319e-05
"16657","DECR1",4.4689e-14
"16658","IL20",1.3447e-06
"16659","CTD-2117L12.1",0.049232
"16660","ZNF211",4.9782e-11
"16661","OR6C3",0.0030733
"16662","DTWD1",2.8135e-10
"16663","OR51B2",0.012734
"16664","BEAN1",6.7615e-06
"16665","GSTA2",2.5611e-07
"16666","STX19",2.5612e-07
"16667","AMY2A",8.5411e-12
"16668","RTP2",6.7109e-06
"16669","LRRC26",0.012698
"16670","U2AF1L4",6.7118e-06
"16671","SMCO1",0.00015503
"16672","CFD",6.7045e-06
"16673","KRTAP10-8",3.2911e-05
"16674","IGSF5",3.6345e-17
"16675","ST6GALNAC2",7.472e-15
"16676","MAP1LC3B2",0.012693
"16677","KCTD21",0.0030552
"16678","GPNMB",2.8803e-27
"16679","ZNF837",1.3275e-06
"16680","C1orf87",6.1824e-25
"16681","POTEG",4.8749e-11
"16682","C19orf52",0.0001546
"16683","CERS4",1.3519e-22
"16684","DEFB123",0.40956
"16685","AADACL4",0.0001543
"16686","HPCAL4",3.2705e-05
"16687","KRTAP5-3",0.16438
"16688","COX6C",0.048848
"16689","AGRP",0.00069912
"16690","MRPS11",4.6918e-08
"16691","ASB12",0.00069764
"16692","POLE4",0.00069897
"16693","OR51E1",0.0030352
"16694","TOP1MT",2.4353e-34
"16695","ZNF749",0.048846
"16696","C21orf49",0.16434
"16697","C7orf55",0.012631
"16698","OR51B4",0.00069519
"16699","OR51E2",0.00015308
"16700","GNG8",0.164
"16701","ZNF543",3.5236e-17
"16702","RP11-1C1.5",0.012566
"16703","TMEM220",1.3033e-06
"16704","CRISP2",1.4437e-12
"16705","C9orf85",3.2225e-05
"16706","CA1",4.7481e-11
"16707","PRND",0.012539
"16708","C3orf35",0.048577
"16709","DEFB126",0.40842
"16710","MAGEF1",0.0030065
"16711","CNR2",6.5369e-06
"16712","CTD-2207O23.12",0.40842
"16713","SLC25A48",0.00015155
"16714","ADRB3",2.4637e-07
"16715","DECR2",2.6455e-10
"16716","PRH2",0.012493
"16717","VSIG4",1.4953e-09
"16718","RPL36AL",0.048413
"16719","PTS",6.4613e-06
"16720","ZFAND2A",0.0029921
"16721","C12orf60",0.048314
"16722","PRTFDC1",2.3671e-13
"16723","EXOSC8",6.9378e-15
"16724","FAM203A",0.012417
"16725","UQCRQ",0.04825
"16726","C1orf170",1.1667e-15
"16727","CMTM3",0.00014974
"16728","UNC93A",1.1634e-15
"16729","ENO3",1.5718e-19
"16730","GPX2",0.00014995
"16731","GCHFR",0.048251
"16732","RFPL1",0.012421
"16733","PIP",0.00068286
"16734","AC093157.1",0.40694
"16735","TRIM54",5.5065e-18
"16736","GALR2",6.3829e-06
"16737","RP11-520P18.5",0.04805
"16738","ADI1",3.1509e-05
"16739","TBC1D29",0.0006788
"16740","SBK3",0.00067934
"16741","FRAT2",0.047967
"16742","BLOC1S6",8.0385e-09
"16743","USMG5",0.048038
"16744","SAA4",0.012346
"16745","KRTAP4-5",0.16174
"16746","AP000350.10",4.3956e-08
"16747","DEFB1",0.4059
"16748","VIMP",1.4301e-09
"16749","TMEM255B",7.7218e-12
"16750","KRT33A",3.1937e-17
"16751","C11orf52",3.0999e-05
"16752","MIF",0.012262
"16753","IL1R2",6.5372e-15
"16754","C1orf131",4.4098e-11
"16755","HSBP1L1",0.0478
"16756","PYURF",0.16154
"16757","HBM",0.012271
"16758","CACNG6",3.097e-05
"16759","TM2D3",7.9392e-09
"16760","UGT2B28",5.2426e-18
"16761","AL450307.1",0.0029332
"16762","GIMAP2",0.40527
"16763","ASB14",1.1236e-22
"16764","CXCL9",0.0029304
"16765","ZNF433",0.012227
"16766","RILP",4.3414e-11
"16767","ISG15",0.40527
"16768","ONECUT3",0.0029219
"16769","AGXT2",3.7108e-28
"16770","AP000350.4",0.40483
"16771","ZNF138",0.047594
"16772","THRSP",0.0029238
"16773","RAET1E",2.3144e-07
"16774","CTRC",1.2851e-12
"16775","PLAC9",0.002921
"16776","DEFB127",0.40494
"16777","C2orf72",0.16112
"16778","DUSP23",0.000666
"16779","HYAL4",3.0998e-17
"16780","OR4B1",0.0029268
"16781","FAM9B",3.057e-05
"16782","ZNF880",0.002911
"16783","OR52W1",0.00066442
"16784","ZNF439",0.012179
"16785","C1orf192",6.1884e-06
"16786","RERGL",2.4541e-10
"16787","SELO",5.1473e-18
"16788","ICAM4",1.2077e-06
"16789","NKG7",0.00014538
"16790","NXF5",3.7443e-14
"16791","ZNF593",0.00066476
"16792","C3orf18",0.00066265
"16793","RGR",2.4228e-10
"16794","MRPS6",0.0006614
"16795","MRPS17",0.012147
"16796","PACRGL",1.2636e-12
"16797","ZNF90",0.0029038
"16798","ISG20",0.002899
"16799","PTH",0.012093
"16800","SAMD5",0.012095
"16801","AL645608.1",0.012096
"16802","L34079.2",0.0028967
"16803","GOLGA6B",1.2579e-12
"16804","RP11-664I21.6",0.40392
"16805","C21orf58",1.2579e-12
"16806","PATE3",0.047274
"16807","GATC",0.00065888
"16808","ABHD14B",0.00014378
"16809","SERPINA10",4.1522e-11
"16810","TLCD2",6.0895e-06
"16811","GIMAP1",0.40351
"16812","MMP27",6.3444e-22
"16813","FKBP7",4.1828e-08
"16814","PCP2",3.0021e-05
"16815","MUC3A",0.40349
"16816","EIF3CL",0.012059
"16817","CBR4",6.0745e-06
"16818","CEACAM21",1.2439e-12
"16819","ZNF561",3.0091e-05
"16820","PAQR4",1.1796e-06
"16821","COX18",6.0435e-15
"16822","C19orf25",0.40313
"16823","CYSLTR1",0.01203
"16824","ASAH2B",0.1596
"16825","DAO",6.2271e-22
"16826","NTF4",0.012031
"16827","AC040977.1",0.047001
"16828","SLC38A11",6.0327e-15
"16829","OOEP",0.00014291
"16830","ANKRD60",2.9807e-05
"16831","MT1F",0.046878
"16832","RXFP4",6.008e-06
"16833","CTB-167G5.5",0.0028638
"16834","CD52",0.40282
"16835","C5AR1",0.40249
"16836","ELP5",2.078e-13
"16837","AP000889.3",0.00065002
"16838","TRIM49C",0.00014152
"16839","ZNF140",1.1679e-06
"16840","C1orf168",1.3041e-41
"16841","CEACAM18",7.4073e-09
"16842","ZNF648",1.1993e-12
"16843","CCDC59",4.0319e-11
"16844","GALP",2.9414e-05
"16845","TMED1",1.1564e-06
"16846","CMTM2",2.9425e-05
"16847","ZNF280A",4.017e-08
"16848","RBP1",5.9233e-06
"16849","AADACL3",0.011889
"16850","OR2F2",2.9273e-05
"16851","NXNL1",0.011891
"16852","FPR2",0.40137
"16853","C11orf45",0.01192
"16854","DAOA",0.00014043
"16855","ZNF705A",0.00064453
"16856","MSR1",2.1571e-20
"16857","C16orf89",1.6287e-16
"16858","C5orf48",0.00064286
"16859","DNAL4",0.0028273
"16860","MVD",2.7438e-17
"16861","COX6B2",0.00064242
"16862","PSKH2",7.2081e-09
"16863","XAF1",6.8151e-12
"16864","PTPLA",1.2914e-09
"16865","AP000758.1",0.40102
"16866","GRXCR1",3.9439e-11
"16867","SDPR",7.2412e-09
"16868","MRPL52",2.1598e-07
"16869","PTRH2",0.00063822
"16870","MOB3A",2.9101e-05
"16871","C5orf58",0.046419
"16872","COMT",1.1377e-06
"16873","CMC4",0.1581
"16874","RP13-512J5.1",0.15818
"16875","CNBD1",4.4866e-18
"16876","PPY",0.01181
"16877","GKN1",1.1309e-06
"16878","C5orf49",0.011792
"16879","C22orf34",0.00013821
"16880","RP4-758J18.2",0.011799
"16881","MTHFSD",6.5987e-12
"16882","C2orf68",5.7612e-06
"16883","C18orf56",0.15771
"16884","AGMO",6.7791e-26
"16885","CSN3",0.011763
"16886","PKIB",0.046118
"16887","PYY",0.011784
"16888","NKG2-E",2.1937e-10
"16889","TCTEX1D4",0.011783
"16890","APITD1",5.75e-06
"16891","APITD1-CORT",5.75e-06
"16892","RCN3",3.8085e-11
"16893","THEM6",0.04608
"16894","CPLX4",0.0001362
"16895","GPR15",1.1106e-06
"16896","OR2A14",0.00013677
"16897","NKX1-2",0.0027809
"16898","MZT1",0.045971
"16899","ZNF549",0.0027791
"16900","GPR55",2.8503e-05
"16901","ZNF700",0.0027684
"16902","PLA2G7",5.3314e-22
"16903","PRSS57",2.8309e-05
"16904","SPAG16",1.4037e-34
"16905","LIPT1",3.8254e-08
"16906","XXcos-LUCA11.5",0.15663
"16907","HIST1H1D",0.1561
"16908","ACTRT3",3.7565e-08
"16909","CSNK2A3",2.1007e-10
"16910","C16orf13",2.7974e-05
"16911","GALR3",0.00013455
"16912","WFDC11",0.0027408
"16913","GAST",0.0027394
"16914","NEURL2",0.00013395
"16915","CIDEA",5.5761e-06
"16916","AC005609.1",0.01155
"16917","TSSK1B",0.00013409
"16918","EFCAB4A",3.6358e-11
"16919","SPACA5",0.39716
"16920","CRYBB3",3.5766e-11
"16921","GNA14",2.4256e-17
"16922","GNG4",0.15575
"16923","RHBDD1",1.0582e-12
"16924","IZUMO4",3.0023e-14
"16925","AC132216.1",0.045338
"16926","HOXB13",3.6879e-08
"16927","TMEM256",0.00061452
"16928","IQCG",3.022e-21
"16929","SLC16A13",3.5696e-11
"16930","GTF2H5",0.045238
"16931","SMIM15",0.15518
"16932","CSN1S1",1.4185e-16
"16933","GLYAT",3.6418e-08
"16934","PDZK1",1.1586e-09
"16935","NDUFA6",0.00013244
"16936","DEFB128",0.39598
"16937","LRRC3",0.0027024
"16938","IL31",0.011445
"16939","C6orf100",0.3961
"16940","PTGDR2",0.0027025
"16941","TCN1",2.3229e-17
"16942","FADS6",1.1478e-09
"16943","WFDC1",3.4678e-11
"16944","C14orf64",0.0026919
"16945","TRIM52",1.1417e-09
"16946","OR8H3",0.0114
"16947","RARRES2",2.716e-05
"16948","ADM5",0.39555
"16949","C3orf65",0.39559
"16950","LCN2",1.1404e-09
"16951","ZNF814",0.044817
"16952","TREML2",1.1362e-09
"16953","LRRC10B",0.044884
"16954","ZNF117",0.39531
"16955","MBL2",0.0026836
"16956","ANKRD22",1.1192e-09
"16957","CCDC107",6.3474e-09
"16958","APOA2",0.0448
"16959","SPESP1",0.39465
"16960","FAM213A",1.9627e-10
"16961","HINT2",5.3536e-06
"16962","RPS19BP1",2.6748e-05
"16963","TMEM150B",3.5074e-08
"16964","RPEL1",0.011285
"16965","EPSTI1",3.3095e-25
"16966","LIPI",1.0155e-19
"16967","AKR1C4",2.2341e-17
"16968","AL050302.1",0.044623
"16969","MGST1",0.0026577
"16970","TPRG1",1.9365e-10
"16971","CCL23",0.00059735
"16972","SERPINA5",6.2368e-09
"16973","TSSC4",0.044493
"16974","WFDC12",0.04455
"16975","MORN2",0.15342
"16976","RGPD3",1.4598e-50
"16977","SCRG1",0.044451
"16978","XRCC3",1.9134e-10
"16979","LEFTY1",9.6756e-13
"16980","HCFC1R1",0.00059302
"16981","OR5AK2",0.00059331
"16982","MRPS34",0.0026375
"16983","ACN9",0.0026353
"16984","SSX4B",0.15282
"16985","MAGEC3",7.6566e-16
"16986","AMY2B",5.8844e-30
"16987","C21orf62",0.0026248
"16988","OR2AE1",0.011172
"16989","PRR4",0.044222
"16990","HES2",0.0026323
"16991","SLX1B",0.04422
"16992","PROX2",5.5007e-12
"16993","RGPD6",0.39245
"16994","SURF1",1.5883e-13
"16995","C12orf71",0.002621
"16996","RP11-47I22.3",0.044082
"16997","CBWD6",9.8278e-07
"16998","RP11-944C7.1",0.15197
"16999","APOL1",5.1357e-06
"17000","NUDT16L1",0.00012536
"17001","AP003774.4",0.39183
"17002","HSD17B2",1.8462e-10
"17003","SSSCA1",1.8426e-07
"17004","TEX13B",0.011098
"17005","ZNF121",0.39211
"17006","FAM136A",0.00058595
"17007","SPANXN1",0.39191
"17008","LRRC14B",1.0572e-09
"17009","RD3",2.5702e-05
"17010","UCN3",0.043878
"17011","S100B",0.04387
"17012","SMR3A",0.39147
"17013","VAMP5",0.011061
"17014","DNAJC4",1.8113e-10
"17015","STOML3",2.5754e-14
"17016","C9orf173",9.1242e-13
"17017","TXN2",2.5584e-05
"17018","C14orf79",5.3599e-12
"17019","LYZL1",9.7227e-07
"17020","IL17C",0.0001243
"17021","TMSB15A",0.39053
"17022","SAPCD1",1.8051e-07
"17023","DYNAP",0.0025806
"17024","SAC3D1",0.0005748
"17025","CD1E",3.2556e-18
"17026","AC092675.3",0.010944
"17027","AC026407.1",0.15094
"17028","CDC42EP1",2.5355e-05
"17029","IL37",0.00012343
"17030","ZNF124",0.010911
"17031","IZUMO3",3.0367e-11
"17032","PROZ",1.1759e-16
"17033","MRPS10",1.0138e-09
"17034","CCDC96",1.9555e-17
"17035","SLC22A18AS",0.0025627
"17036","AC009365.3",0.15063
"17037","SLC7A13",1.483e-13
"17038","POLR3G",1.7611e-10
"17039","VIPR1",7.4401e-27
"17040","OR13G1",0.15033
"17041","PHLDA2",0.15046
"17042","DEPDC4",1.0075e-09
"17043","KLRG2",5.1131e-12
"17044","OR11A1",0.0025494
"17045","RP11-180C1.1",0.15002
"17046","ART1",5.1026e-12
"17047","C20orf141",0.043255
"17048","CHST13",0.0001213
"17049","MRFAP1L1",0.0025481
"17050","GRP",0.0025347
"17051","MS4A2",5.6048e-09
"17052","KIR3DL3",0.00012102
"17053","MFSD7",3.0952e-18
"17054","SYCE1L",2.4274e-14
"17055","PF4",0.043062
"17056","RP11-661C8.3",0.38843
"17057","TMSB15B",0.38882
"17058","UGT2B15",2.2864e-21
"17059","PROL1",0.38851
"17060","C22orf24",0.14945
"17061","OR5W2",0.00056247
"17062","DHRS1",3.9562e-15
"17063","BCL2L10",0.01076
"17064","RFPL4A",0.042929
"17065","PAEP",3.1109e-08
"17066","C12orf77",0.00055995
"17067","OR56A1",0.00055987
"17068","RPRM",0.14925
"17069","C11orf94",0.042904
"17070","PPAPDC2",0.00056067
"17071","FAM86B2",4.8114e-06
"17072","PLA2G2E",2.4363e-05
"17073","NEIL2",2.8655e-11
"17074","TACR3",1.8068e-17
"17075","PATE2",0.0005579
"17076","TUSC1",0.042737
"17077","TMEM158",0.14862
"17078","AC092964.1",0.38696
"17079","AC007204.1",0.14865
"17080","ASGR1",3.8718e-15
"17081","LACRT",0.0001187
"17082","APH1B",2.8377e-11
"17083","UCP3",9.5517e-10
"17084","HIST1H4J",0.38683
"17085","ECHDC3",4.7572e-06
"17086","RETNLB",0.04265
"17087","IFI27",0.010698
"17088","MIIP",1.3121e-20
"17089","KRTAP10-4",8.1939e-13
"17090","OR52D1",0.00055635
"17091","SMR3B",0.38712
"17092","LYPD1",0.00055354
"17093","PSORS1C2",0.0024913
"17094","LSM2",2.4045e-05
"17095","IL36G",0.00011765
"17096","OST4",0.38665
"17097","SPATA6L",1.0446e-16
"17098","POTEB2",0.042457
"17099","ZNF229",8.9514e-07
"17100","NTN5",3.7923e-15
"17101","CRCP",8.9725e-07
"17102","RP11-497E19.2",0.14816
"17103","GJB4",0.00055114
"17104","GJB6",1.658e-07
"17105","C2orf50",0.00011749
"17106","ATG12",4.6926e-06
"17107","RP11-343C2.9",2.3766e-05
"17108","AC114783.1",8.9231e-07
"17109","HYI",2.2375e-14
"17110","APOLD1",0.00011689
"17111","FBXO36",8.9256e-07
"17112","AC004076.7",0.38582
"17113","HTN1",0.04232
"17114","TMED5",5.2721e-09
"17115","OR1A1",0.00011603
"17116","RP11-166B2.1",2.9717e-08
"17117","H2BFWT",0.0024619
"17118","NPPA",0.00054522
"17119","SENP8",0.00054686
"17120","AC002472.13",6.203e-16
"17121","OR5C1",0.00011562
"17122","OR6N1",0.0001156
"17123","SULT1A4",0.38477
"17124","C11orf35",3.7854e-26
"17125","LENG1",1.5816e-10
"17126","SLCO1B7",3.8127e-26
"17127","UGT1A10",4.5886e-19
"17128","APIP",2.6927e-11
"17129","CTD-2203A3.1",0.14738
"17130","CEBPZ-AS1",0.01051
"17131","PPP1R1C",2.3484e-05
"17132","OR10H2",0.0024515
"17133","CNTF",2.3384e-05
"17134","ZFP2",1.6618e-17
"17135","SMIM2",0.041965
"17136","RP11-171N4.2",0.14697
"17137","ODF3L1",1.5657e-10
"17138","SPATA31A2",0.38423
"17139","C8orf86",2.3242e-05
"17140","CTF1",0.041899
"17141","MYADML2",0.00011436
"17142","AC002365.1",2.3223e-05
"17143","AC008686.1",0.041904
"17144","RP11-451M19.3",0.010446
"17145","ATXN7L3B",0.14683
"17146","GSTO1",5.0916e-09
"17147","PCDHB13",4.4828e-12
"17148","RP11-706O15.1",0.14637
"17149","OSTN",0.00053727
"17150","GGTLC2",2.3206e-05
"17151","AC093802.1",0.041827
"17152","MROH5",0.010417
"17153","CLC",2.3026e-05
"17154","ZNF222",0.00053339
"17155","TRAPPC2",0.002414
"17156","TMEM27",0.00011309
"17157","CD70",0.010394
"17158","CLDN23",2.2989e-05
"17159","RP11-362K2.2",0.041623
"17160","SPANXN3",0.38315
"17161","LINC00998",0.38247
"17162","RESP18",8.716e-10
"17163","SIRPG",3.476e-15
"17164","GLIPR1",2.072e-14
"17165","TMPRSS11B",4.2885e-19
"17166","TMEM37",0.0023933
"17167","LILRA2",6.9073e-20
"17168","C3orf55",0.002394
"17169","CCL8",0.041412
"17170","THAP2",1.5504e-07
"17171","TMA7",0.0023931
